file, state, mem, time
r75k3q0.6c5/28.4.cnf, done, 592314, 0.0647638
r75k3q0.6c5/51.2.cnf, done, 592228, 0.075344
r75k3q0.6c5/38.2.cnf, done, 592211, 0.0731476
r75k3q0.6c5/136.2.cnf, done, 878141, 47.8672
r75k3q0.6c5/59.5.cnf, done, 592535, 0.0849518
r75k3q0.6c5/69.3.cnf, done, 592887, 0.151855
r75k3q0.6c5/108.3.cnf, done, 597331, 1.46801
r75k3q0.6c5/79.1.cnf, done, 592572, 0.116565
r75k3q0.6c5/299.4.cnf, done, 592523, 0.069969
r75k3q0.6c5/280.4.cnf, done, 592502, 0.108085
r75k3q0.6c5/315.5.cnf, done, 583753, 0.0604683
r75k3q0.6c5/19.2.cnf, done, 50937, 0.0584756
r75k3q0.6c5/276.1.cnf, done, 592527, 0.102322
r75k3q0.6c5/277.5.cnf, done, 592494, 0.0625499
r75k3q0.6c5/181.3.cnf, done, 602865, 3.34167
r75k3q0.6c5/107.1.cnf, done, 607510, 4.19239
r75k3q0.6c5/259.5.cnf, done, 592478, 0.0837494
r75k3q0.6c5/185.3.cnf, done, 676614, 14.182
r75k3q0.6c5/297.4.cnf, done, 592302, 0.0604807
r75k3q0.6c5/119.1.cnf, done, 599437, 1.614
r75k3q0.6c5/307.5.cnf, done, 592146, 0.0721081
r75k3q0.6c5/247.3.cnf, done, 592465, 0.0837487
r75k3q0.6c5/93.4.cnf, done, 612347, 4.16216
r75k3q0.6c5/321.2.cnf, done, 592543, 0.0689358
r75k3q0.6c5/33.5.cnf, done, 592199, 0.060431
r75k3q0.6c5/43.3.cnf, done, 592211, 0.0678844
r75k3q0.6c5/163.3.cnf, done, 704045, 28.5999
r75k3q0.6c5/231.3.cnf, done, 597712, 2.08607
r75k3q0.6c5/168.2.cnf, done, 633184, 10.9873
r75k3q0.6c5/74.4.cnf, done, 592728, 0.169871
r75k3q0.6c5/117.2.cnf, done, 601776, 3.54046
r75k3q0.6c5/242.3.cnf, done, 592461, 0.531377
r75k3q0.6c5/84.2.cnf, done, 593362, 0.408691
r75k3q0.6c5/218.1.cnf, done, 592744, 0.921553
r75k3q0.6c5/259.2.cnf, done, 592461, 0.0701588
r75k3q0.6c5/173.4.cnf, done, 768409, 37.1106
r75k3q0.6c5/150.1.cnf, done, 700469, 22.3687
r75k3q0.6c5/14.5.cnf, done, 592011, 0.0520244
r75k3q0.6c5/135.5.cnf, done, 630173, 9.01115
r75k3q0.6c5/292.4.cnf, done, 592519, 0.0679615
r75k3q0.6c5/24.3.cnf, done, 592191, 0.0572831
r75k3q0.6c5/212.4.cnf, done, 621330, 7.0187
r75k3q0.6c5/175.5.cnf, done, 642949, 12.9577
r75k3q0.6c5/34.1.cnf, done, 592203, 0.0690912
r75k3q0.6c5/119.2.cnf, done, 663228, 16.8931
r75k3q0.6c5/102.2.cnf, done, 616046, 8.36541
r75k3q0.6c5/55.4.cnf, done, 592539, 0.0997759
r75k3q0.6c5/200.3.cnf, done, 618336, 6.93039
r75k3q0.6c5/65.2.cnf, done, 593571, 0.454432
r75k3q0.6c5/234.4.cnf, done, 593313, 1.28948
r75k3q0.6c5/149.5.cnf, done, 693497, 26.5611
