file, q
r75k3q0.6c5/1.1.cnf, 0
r75k3q0.6c5/2.4.cnf, 0.5
r75k3q0.6c5/7.3.cnf, 0.77551
r75k3q0.6c5/10.4.cnf, 0.8
r75k3q0.6c5/15.1.cnf, 0.819753
r75k3q0.6c5/14.5.cnf, 0.765306
r75k3q0.6c5/19.2.cnf, 0.754694
r75k3q0.6c5/19.3.cnf, 0.791628
r75k3q0.6c5/24.3.cnf, 0.70216
r75k3q0.6c5/28.5.cnf, 0.770125
r75k3q0.6c5/29.1.cnf, 0.703395
r75k3q0.6c5/28.4.cnf, 0.793084
r75k3q0.6c5/20.2.cnf, 0.672778
r75k3q0.6c5/34.1.cnf, 0.622068
r75k3q0.6c5/38.2.cnf, 0.714681
r75k3q0.6c5/38.3.cnf, 0.646814
r75k3q0.6c5/51.2.cnf, 0.668333
r75k3q0.6c5/43.4.cnf, 0.74683
r75k3q0.6c5/33.5.cnf, 0.727987
r75k3q0.6c5/47.5.cnf, 0.643378
r75k3q0.6c5/48.1.cnf, 0.618056
r75k3q0.6c5/43.3.cnf, 0.635959
r75k3q0.6c5/61.1.cnf, 0.64242
r75k3q0.6c5/24.4.cnf, 0.673225
r75k3q0.6c5/59.5.cnf, 0.638988
r75k3q0.6c5/55.4.cnf, 0.642718
r75k3q0.6c5/69.3.cnf, 0.65792
r75k3q0.6c5/70.3.cnf, 0.646168
r75k3q0.6c5/69.4.cnf, 0.610493
r75k3q0.6c5/79.1.cnf, 0.647831
r75k3q0.6c5/74.4.cnf, 0.660052
r75k3q0.6c5/51.3.cnf, 0.637447
r75k3q0.6c5/84.2.cnf, 0.66084
r75k3q0.6c5/65.2.cnf, 0.626614
r75k3q0.6c5/80.1.cnf, 0.615556
r75k3q0.6c5/88.4.cnf, 0.626444
r75k3q0.6c5/15.2.cnf, 0.835556
r75k3q0.6c5/79.2.cnf, 0.599067
r75k3q0.6c5/103.3.cnf, 0.640923
r75k3q0.6c5/60.5.cnf, 0.586868
r75k3q0.6c5/112.2.cnf, 0.678246
r75k3q0.6c5/108.3.cnf, 0.647936
r75k3q0.6c5/107.1.cnf, 0.620821
r75k3q0.6c5/100.3.cnf, 0.619489
r75k3q0.6c5/119.1.cnf, 0.655093
r75k3q0.6c5/98.2.cnf, 0.571822
r75k3q0.6c5/117.2.cnf, 0.617966
r75k3q0.6c5/93.5.cnf, 0.601739
r75k3q0.6c5/93.4.cnf, 0.562287
r75k3q0.6c5/102.4.cnf, 0.585843
r75k3q0.6c5/119.2.cnf, 0.58035
r75k3q0.6c5/106.3.cnf, 0.607314
r75k3q0.6c5/135.5.cnf, 0.638384
r75k3q0.6c5/34.2.cnf, 0.628604
r75k3q0.6c5/126.5.cnf, 0.609415
r75k3q0.6c5/127.1.cnf, 0.597778
r75k3q0.6c5/102.2.cnf, 0.533385
r75k3q0.6c5/74.5.cnf, 0.610543
r75k3q0.6c5/143.4.cnf, 0.616048
r75k3q0.6c5/126.1.cnf, 0.615912
r75k3q0.6c5/149.5.cnf, 0.596575
r75k3q0.6c5/10.5.cnf, 0.8
r75k3q0.6c5/84.3.cnf, 0.50611
r75k3q0.6c5/150.1.cnf, 0.557582
r75k3q0.6c5/144.1.cnf, 0.616466
r75k3q0.6c5/136.2.cnf, 0.562993
r75k3q0.6c5/168.2.cnf, 0.622331
r75k3q0.6c5/164.1.cnf, 0.61251
r75k3q0.6c5/138.5.cnf, 0.563376
r75k3q0.6c5/94.1.cnf, 0.529827
r75k3q0.6c5/181.3.cnf, 0.641097
r75k3q0.6c5/185.3.cnf, 0.641489
r75k3q0.6c5/159.2.cnf, 0.59321
r75k3q0.6c5/163.3.cnf, 0.593796
r75k3q0.6c5/175.3.cnf, 0.633107
r75k3q0.6c5/110.4.cnf, 0.543508
r75k3q0.6c5/140.5.cnf, 0.563095
r75k3q0.6c5/176.5.cnf, 0.597239
r75k3q0.6c5/171.1.cnf, 0.585855
r75k3q0.6c5/180.3.cnf, 0.621384
r75k3q0.6c5/187.3.cnf, 0.596509
