file, q
r75k3q0.4c8/1.1.cnf, 0
r75k3q0.4c8/2.4.cnf, 0.5
r75k3q0.4c8/7.3.cnf, 0.646259
r75k3q0.4c8/10.4.cnf, 0.74
r75k3q0.4c8/14.5.cnf, 0.679138
r75k3q0.4c8/15.1.cnf, 0.828642
r75k3q0.4c8/19.2.cnf, 0.738689
r75k3q0.4c8/20.2.cnf, 0.63
r75k3q0.4c8/19.3.cnf, 0.864266
r75k3q0.4c8/24.3.cnf, 0.737654
r75k3q0.4c8/28.5.cnf, 0.585317
r75k3q0.4c8/29.1.cnf, 0.624521
r75k3q0.4c8/33.5.cnf, 0.610754
r75k3q0.4c8/28.4.cnf, 0.746315
r75k3q0.4c8/34.1.cnf, 0.698193
r75k3q0.4c8/38.2.cnf, 0.657125
r75k3q0.4c8/38.3.cnf, 0.649277
r75k3q0.4c8/43.3.cnf, 0.545821
r75k3q0.4c8/43.4.cnf, 0.56576
r75k3q0.4c8/51.2.cnf, 0.599214
r75k3q0.4c8/47.5.cnf, 0.599819
r75k3q0.4c8/48.1.cnf, 0.553627
r75k3q0.4c8/51.3.cnf, 0.501388
r75k3q0.4c8/55.4.cnf, 0.493994
r75k3q0.4c8/24.4.cnf, 0.622685
r75k3q0.4c8/60.5.cnf, 0.549506
r75k3q0.4c8/61.1.cnf, 0.571889
r75k3q0.4c8/59.5.cnf, 0.529956
r75k3q0.4c8/65.2.cnf, 0.517791
r75k3q0.4c8/69.3.cnf, 0.490677
r75k3q0.4c8/69.4.cnf, 0.464632
r75k3q0.4c8/15.2.cnf, 0.808889
r75k3q0.4c8/74.4.cnf, 0.45528
r75k3q0.4c8/34.2.cnf, 0.607843
r75k3q0.4c8/70.3.cnf, 0.442951
r75k3q0.4c8/79.1.cnf, 0.472609
r75k3q0.4c8/74.5.cnf, 0.484823
r75k3q0.4c8/84.2.cnf, 0.500126
r75k3q0.4c8/79.2.cnf, 0.450765
r75k3q0.4c8/80.1.cnf, 0.492917
r75k3q0.4c8/88.4.cnf, 0.453283
r75k3q0.4c8/110.4.cnf, 0.355684
r75k3q0.4c8/100.3.cnf, 0.441506
r75k3q0.4c8/93.4.cnf, 0.453373
r75k3q0.4c8/98.2.cnf, 0.440187
