file, q
r75k3q0.7c8/3.5.cnf, 0.666667
r75k3q0.7c8/2.2.cnf, 0.5
r75k3q0.7c8/5.2.cnf, 0.471111
r75k3q0.7c8/6.5.cnf, 0.623457
r75k3q0.7c8/7.1.cnf, 0.77551
r75k3q0.7c8/8.4.cnf, 0.65625
r75k3q0.7c8/13.5.cnf, 0.741617
r75k3q0.7c8/14.1.cnf, 0.650794
r75k3q0.7c8/14.2.cnf, 0.806122
r75k3q0.7c8/18.3.cnf, 0.814129
r75k3q0.7c8/27.5.cnf, 0.76467
r75k3q0.7c8/23.4.cnf, 0.707204
r75k3q0.7c8/23.3.cnf, 0.796471
r75k3q0.7c8/28.1.cnf, 0.776644
r75k3q0.7c8/33.2.cnf, 0.732782
r75k3q0.7c8/32.5.cnf, 0.701823
r75k3q0.7c8/33.1.cnf, 0.740843
r75k3q0.7c8/42.4.cnf, 0.702318
r75k3q0.7c8/42.3.cnf, 0.777652
r75k3q0.7c8/37.3.cnf, 0.683305
r75k3q0.7c8/47.1.cnf, 0.736784
r75k3q0.7c8/46.5.cnf, 0.721382
r75k3q0.7c8/60.1.cnf, 0.771235
r75k3q0.7c8/50.3.cnf, 0.737156
r75k3q0.7c8/54.4.cnf, 0.736778
r75k3q0.7c8/54.5.cnf, 0.761085
r75k3q0.7c8/64.3.cnf, 0.691026
r75k3q0.7c8/68.4.cnf, 0.737024
r75k3q0.7c8/64.2.cnf, 0.681152
r75k3q0.7c8/55.1.cnf, 0.678788
r75k3q0.7c8/73.4.cnf, 0.735139
r75k3q0.7c8/59.2.cnf, 0.73114
r75k3q0.7c8/74.1.cnf, 0.726736
r75k3q0.7c8/83.2.cnf, 0.733424
r75k3q0.7c8/73.5.cnf, 0.665082
r75k3q0.7c8/102.5.cnf, 0.766472
r75k3q0.7c8/87.4.cnf, 0.693061
r75k3q0.7c8/83.3.cnf, 0.687473
r75k3q0.7c8/92.4.cnf, 0.664409
r75k3q0.7c8/78.2.cnf, 0.652787
r75k3q0.7c8/107.4.cnf, 0.759086
r75k3q0.7c8/10.1.cnf, 0.771111
r75k3q0.7c8/118.2.cnf, 0.763127
r75k3q0.7c8/105.5.cnf, 0.716422
r75k3q0.7c8/97.2.cnf, 0.680566
r75k3q0.7c8/112.3.cnf, 0.735597
r75k3q0.7c8/93.1.cnf, 0.711536
