file, #m, log2(#m)
r75k3q0.5c8/51.2.cnf, 39062071418283188224, 65.08240225862957
r75k3q0.5c8/136.2.cnf, 259581692610588, 47.883181967109635
r75k3q0.5c8/28.4.cnf, 785922792156309749760, 69.41294948905518
r75k3q0.5c8/38.2.cnf, 246938122789199020032, 67.74271147749742
r75k3q0.5c8/108.3.cnf, 8224499951832064, 52.868849389216955
r75k3q0.5c8/79.1.cnf, 509312771369522944, 58.82132950734881
r75k3q0.5c8/59.5.cnf, 7930224315669000192, 62.782067382795375
r75k3q0.5c8/69.3.cnf, 2398126984655621120, 61.05661376175488
r75k3q0.5c8/299.4.cnf, 42371, 15.370789557767802
r75k3q0.5c8/280.4.cnf, 26060, 14.669549463455496
r75k3q0.5c8/315.5.cnf, 276, 8.108524456778168
r75k3q0.5c8/19.2.cnf, 2799141979647954124800, 71.24547465858763
r75k3q0.5c8/276.1.cnf, 103581, 16.66039986626765
r75k3q0.5c8/277.5.cnf, 2380078, 21.18257742368481
r75k3q0.5c8/181.3.cnf, 211219286948, 37.61995062047346
r75k3q0.5c8/107.1.cnf, 16630686300993598, 53.88469722396128
r75k3q0.5c8/259.5.cnf, 5235150, 22.319799443854823
r75k3q0.5c8/327.2.cnf, 1874, 10.871905237659186
r75k3q0.5c8/185.3.cnf, 162400200319, 37.240762455834876
r75k3q0.5c8/300.2.cnf, 590, 9.204571144249204
r75k3q0.5c8/334.2.cnf, 224, 7.807354922057604
r75k3q0.5c8/119.1.cnf, 5681153626383078, 52.335105339320194
r75k3q0.5c8/247.3.cnf, 44525199, 25.408118723504103
r75k3q0.5c8/266.4.cnf, 1469088, 20.486489386839256
r75k3q0.5c8/93.4.cnf, 105858860291569808, 56.554919639764094
r75k3q0.5c8/321.2.cnf, 5052, 12.302638923787553
r75k3q0.5c8/33.5.cnf, 393956496880592486400, 68.4165982248914
r75k3q0.5c8/43.3.cnf, 109028854008578572288, 66.563271886202
r75k3q0.5c8/163.3.cnf, 76281175572994, 46.116392310802794
r75k3q0.5c8/231.3.cnf, 193729088, 27.52946534681759
r75k3q0.5c8/168.2.cnf, 1020632515410, 39.89260064773459
r75k3q0.5c8/74.4.cnf, 681800731646046208, 59.24212776073192
r75k3q0.5c8/117.2.cnf, 4302202242620394, 51.93399676944922
r75k3q0.5c8/242.3.cnf, 12215081, 23.542160094571585
r75k3q0.5c8/84.2.cnf, 734112086817330560, 59.34877796872841
r75k3q0.5c8/218.1.cnf, 1840818258, 30.77770005198045
r75k3q0.5c8/259.2.cnf, 117320, 16.840089450644317
r75k3q0.5c8/173.4.cnf, 1243468242491, 40.17750680101957
r75k3q0.5c8/150.1.cnf, 86733788443761, 46.301659359901755
r75k3q0.5c8/14.5.cnf, 5906107808576448757760, 72.32269768393192
r75k3q0.5c8/135.5.cnf, 444630081871473, 48.65959888699639
r75k3q0.5c8/24.3.cnf, 1590857187160655659008, 70.43029432194102
r75k3q0.5c8/212.4.cnf, 3615847658, 31.751686749748828
r75k3q0.5c8/175.5.cnf, 1139578596943, 40.05163756962233
r75k3q0.5c8/34.1.cnf, 297734673387988451328, 68.01258914153351
r75k3q0.5c8/119.2.cnf, 9433573669619234, 53.06672582610457
r75k3q0.5c8/102.2.cnf, 107909183778655600, 56.58259526593798
r75k3q0.5c8/55.4.cnf, 28063207678330544128, 64.60531372404623
r75k3q0.5c8/200.3.cnf, 22961628423, 34.41850590946208
r75k3q0.5c8/65.2.cnf, 4777061413415186432, 62.05082913204149
r75k3q0.5c8/234.4.cnf, 2112287418, 30.9761590089056
r75k3q0.5c8/149.5.cnf, 49599544820089, 45.49539211445404
r75k3q0.5c8/15.1.cnf, 5139590212991758368768, 72.12214332846378
r75k3q0.5c8/245.3.cnf, 81081749, 26.272873873470367
r75k3q0.5c8/180.3.cnf, 5911345816237, 42.426623759977595
r75k3q0.5c8/256.1.cnf, 52930636, 25.65759965331626
r75k3q0.5c8/329.5.cnf, 72, 6.169925001442312
r75k3q0.5c8/171.1.cnf, 7462996731883, 42.762892193002266
r75k3q0.5c8/305.5.cnf, 2304, 11.169925001442312
r75k3q0.5c8/267.2.cnf, 1193, 10.220378327695228
r75k3q0.5c8/126.5.cnf, 919643384295505, 49.708067855409574
r75k3q0.5c8/259.3.cnf, 5747905, 22.45460478679766
r75k3q0.5c8/265.5.cnf, 30839077, 24.878256250883105
r75k3q0.5c8/199.5.cnf, 56362048802, 35.71400500450204
r75k3q0.5c8/177.2.cnf, 256554951812, 37.90047691526838
r75k3q0.5c8/102.4.cnf, 70181513277447584, 55.96194057415007
r75k3q0.5c8/262.1.cnf, 1057752, 20.012569982872236
r75k3q0.5c8/60.5.cnf, 13457027981057789184, 63.54499362510892
r75k3q0.5c8/70.3.cnf, 4700138635785895936, 62.02740901927578
r75k3q0.5c8/80.1.cnf, 650529442690231296, 59.17439196727947
r75k3q0.5c8/47.5.cnf, 48099956557332086784, 65.38266939385001
r75k3q0.5c8/204.4.cnf, 11855896472, 33.46488570379058
r75k3q0.5c8/209.4.cnf, 31938520641, 34.89457843903915
r75k3q0.5c8/296.5.cnf, 23358, 14.511629130068439
r75k3q0.5c8/292.1.cnf, 17945, 14.13129430270344
r75k3q0.5c8/10.4.cnf, 9963538635613116825600, 73.0771482113708
