file, q
r50k4/50.5.2.cnf, 0.555
r50k4/50.14.2.cnf, 0.506165
r50k4/50.15.0.cnf, 0.528333
r50k4/50.17.1.cnf, 0.530998
r50k4/50.17.2.cnf, 0.496972
r50k4/50.21.0.cnf, 0.454932
r50k4/50.37.1.cnf, 0.331355
r50k4/50.37.2.cnf, 0.344595
r50k4/50.45.1.cnf, 0.276605
r50k4/50.44.1.cnf, 0.298575
r50k4/50.19.2.cnf, 0.419783
r50k4/50.57.0.cnf, 0.252347
r50k4/50.64.2.cnf, 0.208913
r50k4/50.64.0.cnf, 0.244659
r50k4/50.65.1.cnf, 0.2364
r50k4/50.71.2.cnf, 0.181321
r50k4/50.72.2.cnf, 0.199918
r50k4/50.97.2.cnf, 0.137054
r50k4/50.55.2.cnf, 0.243595
r50k4/50.102.2.cnf, 0.130671
r50k4/50.104.2.cnf, 0.129704
r50k4/50.57.2.cnf, 0.233303
r50k4/50.99.1.cnf, 0.134285
r50k4/50.49.2.cnf, 0.289376
r50k4/50.44.0.cnf, 0.293087
r50k4/50.118.2.cnf, 0.10677
r50k4/50.128.1.cnf, 0
r50k4/50.135.0.cnf, 0.0554458
r50k4/50.131.0.cnf, 0.105598
r50k4/50.48.2.cnf, 0.272352
r50k4/50.136.2.cnf, 0.118866
r50k4/50.140.1.cnf, 0.098497
r50k4/50.137.1.cnf, 0.116817
r50k4/50.142.2.cnf, 0.087526
r50k4/50.143.2.cnf, 0.111073
r50k4/50.157.0.cnf, 0.0760224
r50k4/50.161.0.cnf, 0
r50k4/50.165.2.cnf, 0.0995409
r50k4/50.12.2.cnf, 0.516493
r50k4/50.172.2.cnf, 0
r50k4/50.184.2.cnf, 0
r50k4/50.186.1.cnf, 0
r50k4/50.189.1.cnf, 0
r50k4/50.190.2.cnf, 0
r50k4/50.191.1.cnf, 0
r50k4/50.191.0.cnf, 0
r50k4/50.197.2.cnf, 0
r50k4/50.196.2.cnf, 0.0677018
r50k4/50.201.1.cnf, 0
r50k4/50.197.0.cnf, 0
r50k4/50.196.1.cnf, 0
r50k4/50.206.0.cnf, 0
r50k4/50.199.2.cnf, 0
r50k4/50.207.0.cnf, 0
r50k4/50.206.2.cnf, 0
r50k4/50.206.1.cnf, 0
r50k4/50.213.1.cnf, 0
r50k4/50.212.1.cnf, 0
r50k4/50.218.2.cnf, 0
r50k4/50.219.0.cnf, 0
r50k4/50.217.1.cnf, 0
r50k4/50.219.1.cnf, 0
r50k4/50.229.2.cnf, 0
r50k4/50.233.0.cnf, 0
r50k4/50.233.2.cnf, 0
r50k4/50.244.0.cnf, 0
r50k4/50.61.0.cnf, 0.229027
r50k4/50.253.2.cnf, 0
r50k4/50.248.0.cnf, 0
r50k4/50.97.1.cnf, 0.128016
r50k4/50.258.1.cnf, 0
r50k4/50.157.1.cnf, 0.0679355
r50k4/50.256.0.cnf, 0
r50k4/50.259.0.cnf, 0
r50k4/50.262.0.cnf, 0
r50k4/50.68.1.cnf, 0.212686
r50k4/50.265.1.cnf, 0
r50k4/50.264.2.cnf, 0
r50k4/50.273.0.cnf, 0
r50k4/50.67.2.cnf, 0.211805
r50k4/50.284.1.cnf, 0
r50k4/50.278.0.cnf, 0
r50k4/50.289.2.cnf, 0
r50k4/50.288.2.cnf, 0
r50k4/50.110.1.cnf, 0.116408
r50k4/50.289.1.cnf, 0
r50k4/50.292.0.cnf, 0
r50k4/50.295.2.cnf, 0
r50k4/50.302.1.cnf, 0
r50k4/50.276.2.cnf, 0
r50k4/50.305.2.cnf, 0
r50k4/50.306.1.cnf, 0
r50k4/50.295.1.cnf, 0
r50k4/50.27.1.cnf, 0.366084
r50k4/50.306.2.cnf, 0
r50k4/50.306.0.cnf, 0
r50k4/50.309.1.cnf, 0
r50k4/50.93.0.cnf, 0.148746
r50k4/50.314.2.cnf, 0
r50k4/50.322.1.cnf, 0
r50k4/50.324.2.cnf, 0
r50k4/50.79.2.cnf, 0.190948
r50k4/50.332.1.cnf, 0
r50k4/50.328.1.cnf, 0
r50k4/50.145.1.cnf, 0.106801
