file, q
r50k3/50.1.1.cnf, 0
r50k3/50.5.0.cnf, 0.8
r50k3/50.6.0.cnf, 0.777778
r50k3/50.5.2.cnf, 0.8
r50k3/50.8.1.cnf, 0.78125
r50k3/50.12.2.cnf, 0.594136
r50k3/50.15.0.cnf, 0.572346
r50k3/50.14.2.cnf, 0.702948
r50k3/50.17.2.cnf, 0.648212
r50k3/50.19.2.cnf, 0.569406
r50k3/50.17.1.cnf, 0.645521
r50k3/50.21.0.cnf, 0.563618
r50k3/50.20.2.cnf, 0.572222
r50k3/50.27.1.cnf, 0.456943
r50k3/50.29.1.cnf, 0.470472
r50k3/50.30.0.cnf, 0.494815
r50k3/50.35.2.cnf, 0.464127
r50k3/50.18.1.cnf, 0.673525
r50k3/50.37.2.cnf, 0.482185
r50k3/50.37.1.cnf, 0.520412
r50k3/50.39.0.cnf, 0.426547
r50k3/50.44.1.cnf, 0.382805
r50k3/50.45.1.cnf, 0.429081
r50k3/50.51.0.cnf, 0.391217
r50k3/50.44.0.cnf, 0.421832
r50k3/50.51.1.cnf, 0.363706
r50k3/50.42.2.cnf, 0.448854
r50k3/50.49.2.cnf, 0.364524
r50k3/50.48.2.cnf, 0.409047
r50k3/50.59.2.cnf, 0.333301
r50k3/50.65.1.cnf, 0.320868
r50k3/50.57.0.cnf, 0.361103
r50k3/50.56.1.cnf, 0.354521
r50k3/50.64.0.cnf, 0.332248
r50k3/50.57.2.cnf, 0.352177
r50k3/50.62.0.cnf, 0.336686
r50k3/50.61.0.cnf, 0.360566
r50k3/50.64.2.cnf, 0.370931
r50k3/50.74.2.cnf, 0.299489
r50k3/50.68.1.cnf, 0.310554
r50k3/50.54.1.cnf, 0.356348
r50k3/50.71.2.cnf, 0.30792
r50k3/50.68.0.cnf, 0.326557
r50k3/50.72.2.cnf, 0.338263
r50k3/50.67.2.cnf, 0.346006
r50k3/50.65.0.cnf, 0.33236
r50k3/50.79.2.cnf, 0.271182
r50k3/50.82.0.cnf, 0.298929
r50k3/50.55.2.cnf, 0.354454
r50k3/50.59.0.cnf, 0.360146
r50k3/50.97.1.cnf, 0.241341
r50k3/50.97.2.cnf, 0.223273
r50k3/50.101.2.cnf, 0.223322
r50k3/50.99.2.cnf, 0.250383
r50k3/50.93.0.cnf, 0.275231
r50k3/50.96.2.cnf, 0.261405
r50k3/50.5.1.cnf, 0.497778
r50k3/50.99.1.cnf, 0.245531
r50k3/50.102.1.cnf, 0.244244
r50k3/50.102.2.cnf, 0.22188
r50k3/50.6.2.cnf, 0.722222
r50k3/50.99.0.cnf, 0.244646
r50k3/50.104.2.cnf, 0.254048
r50k3/50.109.1.cnf, 0.238036
r50k3/50.85.2.cnf, 0.278724
r50k3/50.106.1.cnf, 0.234188
r50k3/50.15.2.cnf, 0.551111
r50k3/50.110.1.cnf, 0.220055
r50k3/50.19.1.cnf, 0.578332
r50k3/50.111.0.cnf, 0.237805
r50k3/50.27.2.cnf, 0.557689
r50k3/50.100.1.cnf, 0.258956
r50k3/50.112.2.cnf, 0.230495
r50k3/50.94.1.cnf, 0.263216
r50k3/50.120.0.cnf, 0.230694
r50k3/50.113.0.cnf, 0.244055
r50k3/50.125.0.cnf, 0.204605
r50k3/50.127.2.cnf, 0.234402
r50k3/50.67.0.cnf, 0.349818
r50k3/50.116.0.cnf, 0.225205
r50k3/50.107.1.cnf, 0.207597
r50k3/50.12.0.cnf, 0.674383
r50k3/50.131.0.cnf, 0.210561
r50k3/50.128.1.cnf, 0.20638
r50k3/50.118.2.cnf, 0.229292
r50k3/50.134.0.cnf, 0.188523
r50k3/50.135.0.cnf, 0.219524
r50k3/50.137.1.cnf, 0.210939
r50k3/50.136.0.cnf, 0.206315
r50k3/50.141.0.cnf, 0.209703
r50k3/50.18.2.cnf, 0.740741
r50k3/50.69.0.cnf, 0.323275
r50k3/50.136.2.cnf, 0.190408
r50k3/50.140.1.cnf, 0.197028
r50k3/50.143.1.cnf, 0.181809
r50k3/50.142.2.cnf, 0.196147
r50k3/50.6.1.cnf, 0.549383
r50k3/50.143.2.cnf, 0.164789
r50k3/50.143.0.cnf, 0.200254
r50k3/50.49.1.cnf, 0.433569
r50k3/50.3.2.cnf, 0.271605
r50k3/50.145.1.cnf, 0.18562
r50k3/50.34.2.cnf, 0.497309
r50k3/50.152.1.cnf, 0.184201
r50k3/50.152.2.cnf, 0.172986
r50k3/50.149.2.cnf, 0.203269
r50k3/50.22.0.cnf, 0.571166
r50k3/50.157.1.cnf, 0.191101
r50k3/50.150.0.cnf, 0.159398
r50k3/50.140.2.cnf, 0.185952
r50k3/50.161.0.cnf, 0.149831
r50k3/50.106.0.cnf, 0.241248
r50k3/50.7.2.cnf, 0.675737
r50k3/50.7.0.cnf, 0.553288
r50k3/50.165.2.cnf, 0.169946
r50k3/50.4.0.cnf, 0.625
r50k3/50.14.0.cnf, 0.734694
r50k3/50.23.1.cnf, 0.515648
r50k3/50.157.0.cnf, 0.143607
r50k3/50.161.1.cnf, 0.16522
r50k3/50.172.2.cnf, 0.191132
r50k3/50.20.1.cnf, 0.620556
r50k3/50.181.2.cnf, 0.150096
r50k3/50.174.2.cnf, 0.175974
r50k3/50.53.0.cnf, 0.372889
r50k3/50.196.2.cnf, 0.125798
r50k3/50.184.2.cnf, 0.132161
r50k3/50.37.0.cnf, 0.446149
r50k3/50.25.2.cnf, 0.521778
r50k3/50.197.2.cnf, 0.134929
r50k3/50.196.1.cnf, 0.155196
r50k3/50.186.1.cnf, 0.141571
r50k3/50.189.1.cnf, 0.147644
r50k3/50.195.0.cnf, 0.138464
r50k3/50.167.2.cnf, 0.138908
r50k3/50.197.0.cnf, 0.146112
r50k3/50.199.2.cnf, 0.130749
r50k3/50.191.1.cnf, 0.147395
r50k3/50.200.0.cnf, 0.1198
r50k3/50.190.0.cnf, 0.142099
r50k3/50.23.0.cnf, 0.604705
r50k3/50.206.0.cnf, 0.145051
r50k3/50.201.1.cnf, 0.114948
r50k3/50.190.2.cnf, 0.132373
r50k3/50.206.2.cnf, 0.134048
r50k3/50.199.0.cnf, 0.129133
r50k3/50.207.0.cnf, 0.123156
r50k3/50.197.1.cnf, 0.138124
r50k3/50.212.1.cnf, 0.128852
r50k3/50.47.1.cnf, 0.381721
r50k3/50.44.2.cnf, 0.428604
r50k3/50.191.0.cnf, 0.136528
r50k3/50.74.1.cnf, 0.297906
r50k3/50.63.1.cnf, 0.336077
r50k3/50.194.0.cnf, 0.130396
r50k3/50.162.1.cnf, 0.211722
r50k3/50.217.1.cnf, 0.126886
