file, #m, log2(#m)
r50k3/50.99.1.cnf, 660789819, 29.29961621796376
r50k3/50.107.2.cnf, 283502371, 28.07878555993003
r50k3/50.38.0.cnf, 4807897684480, 42.128543333436234
r50k3/50.113.0.cnf, 62023235, 25.886305440028917
r50k3/50.99.2.cnf, 1345833203, 30.325852473358037
r50k3/50.93.0.cnf, 5220066290, 32.281420981786596
r50k3/50.197.0.cnf, 498, 8.960001932068081
r50k3/50.102.0.cnf, 906677099, 29.75601360465503
r50k3/50.46.2.cnf, 2588193970176, 41.23508288168377
r50k3/50.167.2.cnf, 30290, 14.886553957682734
r50k3/50.79.1.cnf, 20750930782, 34.272456998801076
r50k3/50.206.2.cnf, 3450, 11.752380646552893
r50k3/50.37.0.cnf, 7410238124032, 42.75265704215656
r50k3/50.135.1.cnf, 1706755, 20.702824547635384
r50k3/50.150.1.cnf, 1256722, 20.261234115201574
r50k3/50.57.2.cnf, 470534433536, 38.775509346468056
r50k3/50.150.2.cnf, 2701170, 21.365153009037417
r50k3/50.60.2.cnf, 455717503456, 38.72934882723461
r50k3/50.213.2.cnf, 4, 2.0
r50k3/50.122.2.cnf, 42333431, 25.335294083793762
r50k3/50.119.0.cnf, 386029061, 28.524134219500034
r50k3/50.52.1.cnf, 998048508176, 39.86031898036986
r50k3/50.44.1.cnf, 2769446748160, 41.332734936797856
r50k3/50.177.1.cnf, 82139, 16.32577976290461
r50k3/50.142.1.cnf, 6613931, 22.65707656397974
r50k3/50.80.1.cnf, 20914986940, 34.28381804599002
r50k3/50.153.1.cnf, 173512, 17.40467591673211
r50k3/50.172.2.cnf, 6370, 12.637077657143664
r50k3/50.22.2.cnf, 54409037742080, 45.62891154719344
r50k3/50.41.0.cnf, 4490789102336, 42.030106110118254
r50k3/50.4.0.cnf, 659706976665600, 49.22881869049588
r50k3/50.86.1.cnf, 18413291414, 34.100028483341305
r50k3/50.52.2.cnf, 730025287872, 39.409155483172334
r50k3/50.132.2.cnf, 15863052, 23.919167031827577
r50k3/50.145.0.cnf, 7941005, 22.920890173262087
r50k3/50.188.1.cnf, 1632, 10.672425341971495
r50k3/50.143.0.cnf, 1727363, 20.72013986195893
r50k3/50.210.1.cnf, 1622, 10.663558104217273
r50k3/50.65.2.cnf, 116108560700, 36.75668338998793
r50k3/50.181.2.cnf, 1638, 10.677719641641009
r50k3/50.16.0.cnf, 120114162696192, 46.77139959809207
r50k3/50.67.2.cnf, 117155953136, 36.76963930860286
r50k3/50.77.2.cnf, 14979649186, 33.80228478605183
r50k3/50.102.1.cnf, 952547692, 29.82721608612943
r50k3/50.29.1.cnf, 27060735393792, 44.621266279596675
r50k3/50.68.0.cnf, 134382702954, 36.96755649758885
r50k3/50.28.1.cnf, 32650826219520, 44.8921847327415
r50k3/50.39.0.cnf, 8351385306880, 42.925152666725744
r50k3/50.217.0.cnf, 881, 9.782998208920414
r50k3/50.95.0.cnf, 5350205908, 32.31694727012323
