file, q
r75k3q0.6/1.1.cnf, 0
r75k3q0.6/2.4.cnf, 0.5
r75k3q0.6/7.3.cnf, 0.734694
r75k3q0.6/10.4.cnf, 0.84
r75k3q0.6/14.5.cnf, 0.777778
r75k3q0.6/19.2.cnf, 0.787935
r75k3q0.6/19.3.cnf, 0.736842
r75k3q0.6/15.1.cnf, 0.781235
r75k3q0.6/20.2.cnf, 0.768889
r75k3q0.6/24.3.cnf, 0.868056
r75k3q0.6/24.4.cnf, 0.799383
r75k3q0.6/28.4.cnf, 0.807651
r75k3q0.6/33.5.cnf, 0.718294
r75k3q0.6/29.1.cnf, 0.709076
r75k3q0.6/38.3.cnf, 0.744691
r75k3q0.6/28.5.cnf, 0.778345
r75k3q0.6/34.1.cnf, 0.761822
r75k3q0.6/47.5.cnf, 0.714733
r75k3q0.6/38.2.cnf, 0.677901
r75k3q0.6/34.2.cnf, 0.708189
r75k3q0.6/43.3.cnf, 0.665155
r75k3q0.6/51.2.cnf, 0.718185
r75k3q0.6/15.2.cnf, 0.804938
r75k3q0.6/48.1.cnf, 0.716049
r75k3q0.6/43.4.cnf, 0.697374
r75k3q0.6/51.3.cnf, 0.611859
r75k3q0.6/69.4.cnf, 0.696752
r75k3q0.6/55.4.cnf, 0.609511
r75k3q0.6/60.5.cnf, 0.624916
r75k3q0.6/59.5.cnf, 0.616382
r75k3q0.6/61.1.cnf, 0.549822
r75k3q0.6/69.3.cnf, 0.638177
r75k3q0.6/55.5.cnf, 0.73754
r75k3q0.6/65.2.cnf, 0.610362
r75k3q0.6/79.1.cnf, 0.687787
r75k3q0.6/74.4.cnf, 0.652913
r75k3q0.6/84.3.cnf, 0.661187
r75k3q0.6/74.5.cnf, 0.651701
r75k3q0.6/70.3.cnf, 0.6161
r75k3q0.6/94.1.cnf, 0.63915
r75k3q0.6/80.1.cnf, 0.613993
r75k3q0.6/79.2.cnf, 0.585786
r75k3q0.6/84.2.cnf, 0.614581
r75k3q0.6/93.4.cnf, 0.627769
r75k3q0.6/107.1.cnf, 0.659521
r75k3q0.6/103.3.cnf, 0.627074
r75k3q0.6/88.4.cnf, 0.674579
r75k3q0.6/102.4.cnf, 0.637867
r75k3q0.6/10.5.cnf, 0.731111
r75k3q0.6/98.2.cnf, 0.60895
r75k3q0.6/100.3.cnf, 0.645558
r75k3q0.6/93.5.cnf, 0.593272
r75k3q0.6/110.4.cnf, 0.634774
r75k3q0.6/108.3.cnf, 0.610534
r75k3q0.6/65.3.cnf, 0.720501
r75k3q0.6/117.2.cnf, 0.631342
r75k3q0.6/126.1.cnf, 0.631547
r75k3q0.6/106.3.cnf, 0.594063
r75k3q0.6/102.2.cnf, 0.585489
r75k3q0.6/126.5.cnf, 0.615057
r75k3q0.6/20.3.cnf, 0.758333
r75k3q0.6/11.1.cnf, 0.842975
r75k3q0.6/119.2.cnf, 0.536294
r75k3q0.6/119.1.cnf, 0.580708
r75k3q0.6/112.2.cnf, 0.541286
r75k3q0.6/140.5.cnf, 0.601285
