file, q
r75k3q0.5/2.5.cnf, 0.5
r75k3q0.5/3.5.cnf, 0.666667
r75k3q0.5/4.1.cnf, 0.75
r75k3q0.5/6.5.cnf, 0.604938
r75k3q0.5/5.4.cnf, 0.72
r75k3q0.5/12.3.cnf, 0.847222
r75k3q0.5/12.2.cnf, 0.777778
r75k3q0.5/16.4.cnf, 0.759549
r75k3q0.5/21.5.cnf, 0.9161
r75k3q0.5/21.4.cnf, 0.756866
r75k3q0.5/22.1.cnf, 0.809917
r75k3q0.5/26.2.cnf, 0.755095
r75k3q0.5/31.2.cnf, 0.682507
r75k3q0.5/31.3.cnf, 0.667476
r75k3q0.5/40.4.cnf, 0.750968
r75k3q0.5/35.4.cnf, 0.612426
r75k3q0.5/39.5.cnf, 0.64329
r75k3q0.5/40.5.cnf, 0.626667
r75k3q0.5/42.4.cnf, 0.712648
r75k3q0.5/41.1.cnf, 0.623611
r75k3q0.5/49.3.cnf, 0.641307
r75k3q0.5/45.2.cnf, 0.661893
r75k3q0.5/57.3.cnf, 0.689751
r75k3q0.5/49.4.cnf, 0.61479
r75k3q0.5/52.5.cnf, 0.644231
r75k3q0.5/62.4.cnf, 0.645624
r75k3q0.5/53.2.cnf, 0.610182
r75k3q0.5/53.1.cnf, 0.555595
r75k3q0.5/62.3.cnf, 0.547289
r75k3q0.5/71.5.cnf, 0.643719
r75k3q0.5/66.5.cnf, 0.584379
r75k3q0.5/67.1.cnf, 0.671048
r75k3q0.5/91.1.cnf, 0.637434
r75k3q0.5/16.5.cnf, 0.773438
r75k3q0.5/72.2.cnf, 0.572517
r75k3q0.5/76.3.cnf, 0.544
r75k3q0.5/35.5.cnf, 0.741497
r75k3q0.5/81.3.cnf, 0.533105
r75k3q0.5/81.4.cnf, 0.640671
r75k3q0.5/72.1.cnf, 0.514703
r75k3q0.5/26.3.cnf, 0.764957
r75k3q0.5/91.2.cnf, 0.531879
r75k3q0.5/86.1.cnf, 0.509927
r75k3q0.5/85.5.cnf, 0.563461
r75k3q0.5/17.1.cnf, 0.790465
r75k3q0.5/45.3.cnf, 0.640329
r75k3q0.5/99.5.cnf, 0.5174
r75k3q0.5/99.4.cnf, 0.511025
r75k3q0.5/95.3.cnf, 0.504753
r75k3q0.5/120.2.cnf, 0.502774
r75k3q0.5/104.4.cnf, 0.488233
r75k3q0.5/111.4.cnf, 0.540771
r75k3q0.5/118.3.cnf, 0.499476
r75k3q0.5/103.1.cnf, 0.552843
r75k3q0.5/114.4.cnf, 0.492303
r75k3q0.5/122.5.cnf, 0.544893
r75k3q0.5/36.1.cnf, 0.690844
r75k3q0.5/147.2.cnf, 0.429149
r75k3q0.5/133.2.cnf, 0.573691
r75k3q0.5/114.2.cnf, 0.48538
r75k3q0.5/122.3.cnf, 0.523102
r75k3q0.5/155.1.cnf, 0.441877
r75k3q0.5/131.5.cnf, 0.527001
r75k3q0.5/121.5.cnf, 0.492409
r75k3q0.5/113.4.cnf, 0.542747
r75k3q0.5/135.1.cnf, 0.553263
r75k3q0.5/130.4.cnf, 0.507229
r75k3q0.5/139.1.cnf, 0.525219
r75k3q0.5/133.4.cnf, 0.466706
r75k3q0.5/129.5.cnf, 0.49741
r75k3q0.5/140.4.cnf, 0.507865
r75k3q0.5/166.3.cnf, 0.409648
r75k3q0.5/158.2.cnf, 0.516966
r75k3q0.5/130.3.cnf, 0.507933
r75k3q0.5/162.4.cnf, 0.482851
r75k3q0.5/165.5.cnf, 0.47382
r75k3q0.5/179.5.cnf, 0.502352
r75k3q0.5/2.1.cnf, 0.5
r75k3q0.5/95.4.cnf, 0.544929
r75k3q0.5/170.4.cnf, 0.507056
r75k3q0.5/144.4.cnf, 0.480884
r75k3q0.5/154.3.cnf, 0.540551
r75k3q0.5/207.2.cnf, 0.511751
r75k3q0.5/198.1.cnf, 0.508795
r75k3q0.5/185.5.cnf, 0.504615
r75k3q0.5/104.5.cnf, 0.478014
r75k3q0.5/196.5.cnf, 0.510828
r75k3q0.5/185.4.cnf, 0.485387
r75k3q0.5/8.3.cnf, 0.8125
r75k3q0.5/12.4.cnf, 0.791667
r75k3q0.5/208.3.cnf, 0.485143
r75k3q0.5/204.5.cnf, 0.543267
r75k3q0.5/213.3.cnf, 0.459502
r75k3q0.5/199.3.cnf, 0.508162
r75k3q0.5/206.5.cnf, 0.566348
r75k3q0.5/187.4.cnf, 0.49254
r75k3q0.5/184.1.cnf, 0.502117
r75k3q0.5/221.2.cnf, 0.509305
r75k3q0.5/213.4.cnf, 0.461569
r75k3q0.5/191.1.cnf, 0.545067
r75k3q0.5/200.2.cnf, 0.49441
r75k3q0.5/217.5.cnf, 0.512809
r75k3q0.5/220.5.cnf, 0.488264
r75k3q0.5/76.4.cnf, 0.581118
r75k3q0.5/3.4.cnf, 0.444444
r75k3q0.5/176.3.cnf, 0.484145
r75k3q0.5/181.4.cnf, 0.488266
r75k3q0.5/204.1.cnf, 0.469845
r75k3q0.5/218.4.cnf, 0.479524
r75k3q0.5/224.4.cnf, 0.477907
r75k3q0.5/222.1.cnf, 0.499644
r75k3q0.5/246.3.cnf, 0.471432
r75k3q0.5/257.2.cnf, 0.483461
r75k3q0.5/244.5.cnf, 0.508086
r75k3q0.5/57.4.cnf, 0.576998
r75k3q0.5/22.2.cnf, 0.85124
r75k3q0.5/31.4.cnf, 0.692566
r75k3q0.5/250.4.cnf, 0.432315
r75k3q0.5/251.2.cnf, 0.535086
r75k3q0.5/256.4.cnf, 0.45946
r75k3q0.5/248.1.cnf, 0.380082
r75k3q0.5/86.2.cnf, 0.564214
r75k3q0.5/240.5.cnf, 0.595305
r75k3q0.5/258.3.cnf, 0.523382
r75k3q0.5/275.1.cnf, 0.421197
r75k3q0.5/270.3.cnf, 0.476719
