file, #m, log2(#m)
r50k6/50.2254.1.cnf, 2, 1.0
r50k6/50.2053.1.cnf, 10, 3.321928094887362
r50k6/50.1250.0.cnf, 4102657, 21.968127113005263
r50k6/50.1482.0.cnf, 59456, 15.859534786382653
r50k6/50.1547.0.cnf, 26863, 14.713332810280487
r50k6/50.1897.0.cnf, 156, 7.285402218862249
r50k6/50.1657.2.cnf, 5201, 12.3445733225962
r50k6/50.1093.0.cnf, 37403342, 25.15666384532497
r50k6/50.1223.2.cnf, 3419980, 21.705556457597574
r50k6/50.1392.2.cnf, 249945, 17.931251141496837
r50k6/50.1742.2.cnf, 1143, 10.158609688214478
r50k6/50.2047.2.cnf, 17, 4.087462841250339
r50k6/50.1746.2.cnf, 1409, 10.460455896309636
r50k6/50.1270.0.cnf, 3188792, 21.60457856520372
r50k6/50.2066.2.cnf, 21, 4.392317422778761
r50k6/50.2070.1.cnf, 9, 3.169925001442312
r50k6/50.1144.2.cnf, 14395823, 23.779146933423988
r50k6/50.1188.1.cnf, 7779678, 22.891279012785407
r50k6/50.1900.2.cnf, 76, 6.247927513443585
r50k6/50.1212.1.cnf, 6016505, 22.520494235146014
r50k6/50.1739.1.cnf, 698, 9.447083226209653
r50k6/50.1098.1.cnf, 53987231, 25.68611488720331
r50k6/50.1269.1.cnf, 2059487, 20.973853588905083
r50k6/50.1039.2.cnf, 86545929, 26.366962623033455
r50k6/50.1081.0.cnf, 41852019, 25.318793886294863
r50k6/50.1940.1.cnf, 47, 5.554588851677638
r50k6/50.1991.0.cnf, 14, 3.807354922057604
r50k6/50.83.1.cnf, 299381721355568, 48.08897946927605
r50k6/50.2022.1.cnf, 8, 3.0
r50k6/50.1863.1.cnf, 251, 7.971543553950772
r50k6/50.1455.2.cnf, 111592, 16.767874078897613
r50k6/50.2135.2.cnf, 4, 2.0
r50k6/50.2094.1.cnf, 13, 3.700439718141092
r50k6/50.1104.0.cnf, 39284269, 25.227448379263254
r50k6/50.1530.1.cnf, 38036, 15.215077914822828
r50k6/50.1324.0.cnf, 1151783, 20.13543750284634
r50k6/50.1219.1.cnf, 4449061, 22.085069448416473
r50k6/50.1927.2.cnf, 84, 6.392317422778761
r50k6/50.2122.2.cnf, 2, 1.0
r50k6/50.1422.0.cnf, 211189, 17.688175166809618
r50k6/50.1372.1.cnf, 479047, 18.869807682257363
r50k6/50.1178.2.cnf, 11764602, 23.487949178795105
r50k6/50.1480.0.cnf, 66497, 16.021001634708366
r50k6/50.1457.0.cnf, 91803, 16.486253679314938
r50k6/50.1673.2.cnf, 2011, 10.973697366305352
r50k6/50.2238.1.cnf, 4, 2.0
r50k6/50.2126.2.cnf, 15, 3.9068905956085187
r50k6/50.1234.0.cnf, 3123439, 21.574703924021314
