file, cost
Benchmarks/Blasted_Real/blasted_squaring8.cnf, 193
Benchmarks/FeatureModels/am31_sim.cnf, 132
Benchmarks/FeatureModels/sparc_erc32.cnf, 132
Benchmarks/Blasted_Real/blasted_squaring29.cnf, 271
Benchmarks/FeatureModels/sparc_leon.cnf, 134
Benchmarks/FeatureModels/sparclite_sim.cnf, 130
Benchmarks/FeatureModels/calm16_ceb.cnf, 130
Benchmarks/FeatureModels/calm32_ceb.cnf, 128
Benchmarks/FeatureModels/tx39_sim.cnf, 122
Benchmarks/FeatureModels/h8300h_sim.cnf, 127
Benchmarks/FeatureModels/h8s_sim.cnf, 129
Benchmarks/FeatureModels/psim.cnf, 128
Benchmarks/FeatureModels/fads.cnf, 128
Benchmarks/FeatureModels/sleb.cnf, 136
Benchmarks/Blasted_Real/blasted_case209.cnf, 183
Benchmarks/Blasted_Real/blasted_case212.cnf, 183
Benchmarks/FeatureModels/ceb_v850.cnf, 138
Benchmarks/FeatureModels/stdeval1.cnf, 134
Benchmarks/FeatureModels/edosk2674.cnf, 140
Benchmarks/FeatureModels/jmr3904.cnf, 131
Benchmarks/FeatureModels/h8max.cnf, 136
Benchmarks/FeatureModels/aki3068net.cnf, 136
Benchmarks/FeatureModels/cma28x.cnf, 137
Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 150
Benchmarks/FeatureModels/cma230.cnf, 142
Benchmarks/FeatureModels/aeb.cnf, 137
Benchmarks/FeatureModels/gps4020.cnf, 136
Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 140
Benchmarks/FeatureModels/mpc50.cnf, 135
Benchmarks/FeatureModels/skmb91302.cnf, 135
Benchmarks/FeatureModels/ref4955.cnf, 128
Benchmarks/FeatureModels/snds.cnf, 139
Benchmarks/FeatureModels/brutus.cnf, 142
Benchmarks/FeatureModels/sa1100mm.cnf, 134
Benchmarks/FeatureModels/prpmc1100.cnf, 141
Benchmarks/FeatureModels/pid.cnf, 146
Benchmarks/FeatureModels/mb93093.cnf, 130
Benchmarks/FeatureModels/asb.cnf, 134
Benchmarks/FeatureModels/linux.cnf, 145
Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 134
Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 131
Benchmarks/FeatureModels/csb281.cnf, 142
Benchmarks/FeatureModels/mac7100evb.cnf, 146
Benchmarks/FeatureModels/eb42.cnf, 138
Benchmarks/FeatureModels/mace1.cnf, 144
Benchmarks/FeatureModels/frv400.cnf, 133
Benchmarks/FeatureModels/eb40.cnf, 140
Benchmarks/FeatureModels/ts6.cnf, 135
Benchmarks/FeatureModels/vads.cnf, 139
Benchmarks/FeatureModels/eb40a.cnf, 137
Benchmarks/FeatureModels/grg.cnf, 147
Benchmarks/FeatureModels/asb2305.cnf, 136
Benchmarks/FeatureModels/jtst.cnf, 136
Benchmarks/FMEasy/ecos-icse11.cnf, 139
Benchmarks/FeatureModels/ebsa285.cnf, 145
Benchmarks/FeatureModels/edb7xxx.cnf, 143
Benchmarks/FeatureModels/vrc4373.cnf, 136
Benchmarks/FeatureModels/ixdp425.cnf, 138
Benchmarks/FeatureModels/pati.cnf, 134
Benchmarks/FeatureModels/picasso.cnf, 143
Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 236
Benchmarks/FeatureModels/lpcmt.cnf, 136
Benchmarks/FeatureModels/mcb2100.cnf, 136
Benchmarks/FeatureModels/cq7708.cnf, 108
Benchmarks/FeatureModels/excalibur_arm9.cnf, 111
Benchmarks/FeatureModels/p2106.cnf, 141
Benchmarks/FeatureModels/uE250.cnf, 146
Benchmarks/FeatureModels/mb93091.cnf, 141
Benchmarks/FeatureModels/dreamcast.cnf, 138
Benchmarks/FeatureModels/stb.cnf, 137
Benchmarks/FeatureModels/pc_vmWare.cnf, 144
Benchmarks/FeatureModels/iq80321.cnf, 141
Benchmarks/FeatureModels/pc_rltk8139.cnf, 147
Benchmarks/FeatureModels/ipaq.cnf, 144
Benchmarks/FeatureModels/iq80310.cnf, 143
Benchmarks/FeatureModels/npwr.cnf, 143
Benchmarks/FeatureModels/sh4_202_md.cnf, 143
Benchmarks/FeatureModels/vrc4375.cnf, 139
Benchmarks/FeatureModels/integrator_arm7.cnf, 143
Benchmarks/FeatureModels/pc_i82544.cnf, 141
Benchmarks/FeatureModels/pc_i82559.cnf, 144
Benchmarks/FeatureModels/XSEngine.cnf, 146
Benchmarks/FeatureModels/olpch2294.cnf, 146
Benchmarks/FeatureModels/refidt334.cnf, 134
Benchmarks/FeatureModels/aim711.cnf, 143
Benchmarks/FeatureModels/nano.cnf, 141
Benchmarks/FeatureModels/flexanet.cnf, 143
Benchmarks/FeatureModels/sh7708.cnf, 109
Benchmarks/FeatureModels/assabet.cnf, 148
Benchmarks/FeatureModels/cme555.cnf, 147
Benchmarks/FeatureModels/e7t.cnf, 136
Benchmarks/FeatureModels/innovator.cnf, 110
Benchmarks/FeatureModels/cq7750.cnf, 135
Benchmarks/FeatureModels/ocelot.cnf, 138
Benchmarks/FeatureModels/ec555.cnf, 142
Benchmarks/FeatureModels/stm3210e_eval.cnf, 135
Benchmarks/FeatureModels/eb55.cnf, 145
Benchmarks/FeatureModels/adder.cnf, 144
Benchmarks/FeatureModels/olpce2294.cnf, 139
Benchmarks/FeatureModels/olpcl2294.cnf, 148
Benchmarks/FeatureModels/phycore.cnf, 143
Benchmarks/FeatureModels/adderII.cnf, 144
Benchmarks/FeatureModels/moab.cnf, 157
Benchmarks/FeatureModels/cerf.cnf, 153
Benchmarks/FeatureModels/pc_usb_d12.cnf, 150
Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 266
Benchmarks/FeatureModels/cerfpda.cnf, 149
Benchmarks/FeatureModels/smdk2410.cnf, 110
Benchmarks/FeatureModels/mbx.cnf, 144
Benchmarks/FeatureModels/se7751.cnf, 149
Benchmarks/FeatureModels/integrator_arm9.cnf, 111
Benchmarks/FeatureModels/aaed2000.cnf, 121
Benchmarks/FeatureModels/ts1000.cnf, 150
Benchmarks/FeatureModels/viper.cnf, 142
Benchmarks/FeatureModels/at91sam7sek.cnf, 150
Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 226
Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 226
Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 226
Benchmarks/FeatureModels/rattler.cnf, 147
Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 232
Benchmarks/FeatureModels/at91sam7xek.cnf, 151
Benchmarks/FeatureModels/m5272c3.cnf, 145
Benchmarks/FeatureModels/sam7ex256.cnf, 147
Benchmarks/FeatureModels/phycore229x.cnf, 152
Benchmarks/IssueServiceImpl.sk_8_30.cnf, 276
Benchmarks/FeatureModels/ea2468.cnf, 150
Benchmarks/Blasted_Real/blasted_squaring9.cnf, 289
Benchmarks/Blasted_Real/blasted_squaring14.cnf, 293
Benchmarks/10.sk_1_46.cnf, 72
Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 273
Benchmarks/FeatureModels/hs7729pci.cnf, 118
Benchmarks/27.sk_3_32.cnf, 119
Benchmarks/Blasted_Real/blasted_squaring12.cnf, 313
Benchmarks/UserServiceImpl.sk_8_32.cnf, 224
Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 271
Benchmarks/Blasted_Real/blasted_case49.cnf, 415
Benchmarks/FeatureModels/se77x9.cnf, 121
Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf, 271
Benchmarks/Blasted_Real/blasted_TR_b14_2_linear.cnf, 330
Benchmarks/Blasted_Real/blasted_squaring16.cnf, 368
Benchmarks/FMEasy/fiasco.cnf, 224
Benchmarks/Blasted_Real/blasted_squaring7.cnf, 346
Benchmarks/FMEasy/uClinux.cnf, 0
Benchmarks/PhaseService.sk_14_27.cnf, 401
Benchmarks/ActivityService.sk_11_27.cnf, 412
Benchmarks/IterationService.sk_12_27.cnf, 523
Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 490
Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 444
Benchmarks/ActivityService2.sk_10_27.cnf, 476
Benchmarks/111.sk_2_36.cnf, 272
Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 407
Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 632
Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 429
Benchmarks/Blasted_Real/blasted_case142.cnf, 568
Benchmarks/ConcreteActivityService.sk_13_28.cnf, 762
Benchmarks/53.sk_4_32.cnf, 670
Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 603
Benchmarks/Blasted_Real/blasted_case_1_b12_even2.cnf, 603
Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf, 603
Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 603
Benchmarks/Blasted_Real/blasted_case_1_b12_even1.cnf, 603
Benchmarks/FMEasy/freebsd-icse11.cnf, 353
Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 608
Benchmarks/Blasted_Real/blasted_case_2_ptb_2.cnf, 649
Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 653
Benchmarks/55.sk_3_46.cnf, 544
Benchmarks/ProjectService3.sk_12_55.cnf, 862
Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 756
Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 776
Benchmarks/109.sk_4_36.cnf, 682
Benchmarks/V3/s5378a_3_2.cnf, 427
Benchmarks/V7/s5378a_7_4.cnf, 432
Benchmarks/Blasted_Real/blasted_case104.cnf, 859
Benchmarks/V15/s5378a_15_7.cnf, 437
Benchmarks/51.sk_4_38.cnf, 723
Benchmarks/32.sk_4_38.cnf, 586
Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 884
Benchmarks/Blasted_Real/blasted_case141.cnf, 906
Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 934
Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 934
Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf, 934
Benchmarks/Blasted_Real/blasted_squaring40.cnf, 679
Benchmarks/Blasted_Real/blasted_squaring42.cnf, 672
Benchmarks/Blasted_Real/blasted_squaring41.cnf, 679
Benchmarks/ProcessBean.sk_8_64.cnf, 966
Benchmarks/70.sk_3_40.cnf, 1109
Benchmarks/35.sk_3_52.cnf, 650
Benchmarks/56.sk_6_38.cnf, 839
Benchmarks/80.sk_2_48.cnf, 1217
Benchmarks/Blasted_Real/blasted_squaring60.cnf, 876
Benchmarks/71.sk_3_65.cnf, 1281
Benchmarks/V3/s9234a_3_2.cnf, 732
Benchmarks/79.sk_4_40.cnf, 1493
Benchmarks/V7/s9234a_7_4.cnf, 739
Benchmarks/V15/s9234a_15_7.cnf, 764
Benchmarks/FMEasy/busybox-1.18.0.cnf, 243
Benchmarks/7.sk_4_50.cnf, 1717
Benchmarks/57.sk_4_64.cnf, 1976
Benchmarks/doublyLinkedList.sk_8_37.cnf, 2692
Benchmarks/19.sk_3_48.cnf, 1971
Benchmarks/63.sk_3_64.cnf, 1789
Benchmarks/Pollard.sk_1_10.cnf, 3071
Benchmarks/36.sk_3_77.cnf, 2236
Benchmarks/LoginService.sk_20_34.cnf, 2094
Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 2150
Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 2153
Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 2150
Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 2306
Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 2280
Benchmarks/29.sk_3_45.cnf, 2391
Benchmarks/107.sk_3_90.cnf, 2353
Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 2238
Benchmarks/V7/s13207a_7_4.cnf, 853
Benchmarks/V15/s13207a_15_7.cnf, 848
Benchmarks/V3/s13207a_3_2.cnf, 832
Benchmarks/isolateRightmost.sk_7_481.cnf, 2505
Benchmarks/17.sk_3_45.cnf, 2324
Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 2666
Benchmarks/V3/s15850a_3_2.cnf, 1153
Benchmarks/81.sk_5_51.cnf, 2817
Benchmarks/V7/s15850a_7_4.cnf, 1152
Benchmarks/V15/s15850a_15_7.cnf, 1160
Benchmarks/FMEasy/uClinux-config.cnf, 477
Benchmarks/LoginService2.sk_23_36.cnf, 3158
Benchmarks/sort.sk_8_52.cnf, 3267
Benchmarks/77.sk_3_44.cnf, 1873
Benchmarks/parity.sk_11_11.cnf, 6051
Benchmarks/FMEasy/coreboot.cnf, 6244
Benchmarks/20.sk_1_51.cnf, 5864
Benchmarks/FMEasy/buildroot.cnf, 2801
Benchmarks/84.sk_4_77.cnf, 4652
Benchmarks/enqueueSeqSK.sk_10_42.cnf, 6340
Benchmarks/V3/s35932_3_2.cnf, 2049
Benchmarks/V15/s35932_15_7.cnf, 2038
Benchmarks/V7/s35932_7_4.cnf, 2018
Benchmarks/110.sk_3_88.cnf, 5156
Benchmarks/tutorial2.sk_3_4.cnf, 8079
Benchmarks/V3/s38584_3_2.cnf, 3131
Benchmarks/logcount.sk_16_86.cnf, 8263
Benchmarks/54.sk_12_97.cnf, 6215
Benchmarks/karatsuba.sk_7_41.cnf, 5903
Benchmarks/V7/s38584_7_4.cnf, 3161
Benchmarks/V3/s38417_3_2.cnf, 2726
Benchmarks/V15/s38584_15_7.cnf, 3148
Benchmarks/V7/s38417_7_4.cnf, 2713
Benchmarks/V15/s38417_15_7.cnf, 2779
Benchmarks/signedAvg.sk_8_1020.cnf, 7265
Benchmarks/30.sk_5_76.cnf, 9015
Benchmarks/FMEasy/freetz.cnf, 3290
Benchmarks/SetTest.sk_9_21.cnf, 13911
Benchmarks/xpose.sk_6_134.cnf, 19508
Benchmarks/compress.sk_17_291.cnf, 20392
Benchmarks/listReverse.sk_11_43.cnf, 26490
Benchmarks/FMEasy/embtoolkit.cnf, 4134
Benchmarks/FMEasy/2.6.32-2var.cnf, 15616
Benchmarks/FMEasy/2.6.33.3-2var.cnf, 16445
Benchmarks/lss.sk_6_7.cnf, 26636
