file, #m, log2(#m)
r75k3q0.3/194.4.cnf, 14945067461, 33.79895035812988
r75k3q0.3/34.2.cnf, 385486432931390947328, 68.38524198360213
r75k3q0.3/67.1.cnf, 3838393528323328000, 61.73520833828015
r75k3q0.3/87.1.cnf, 199379779782238384, 57.468296718472885
r75k3q0.3/68.5.cnf, 5318007762429640704, 62.20559159099935
r75k3q0.3/60.3.cnf, 5850030807867588608, 62.34314993031656
r75k3q0.3/70.4.cnf, 3626408901404207360, 61.653247315560975
r75k3q0.3/158.2.cnf, 8591708907481, 42.96608225338139
r75k3q0.3/12.2.cnf, 7883939583179913953280, 72.73940671328532
r75k3q0.3/31.4.cnf, 669403403204771708928, 69.18143778336112
r75k3q0.3/107.2.cnf, 25049231426629032, 54.47561585678789
r75k3q0.3/107.5.cnf, 56537960907754434, 55.65006937021515
r75k3q0.3/263.2.cnf, 12059635, 23.52368290713289
r75k3q0.3/153.3.cnf, 10333583571658, 43.23240588507718
r75k3q0.3/6.2.cnf, 17301028328506497433600, 73.87327587800515
r75k3q0.3/89.4.cnf, 104169867433304560, 56.53171563166716
r75k3q0.3/8.3.cnf, 13775943806573298581504, 73.54456925048672
r75k3q0.3/137.5.cnf, 1029082780316366, 49.870280461857554
r75k3q0.3/239.1.cnf, 2169064608, 31.01442587991162
r75k3q0.3/217.2.cnf, 1609235065, 30.583727933521832
r75k3q0.3/106.3.cnf, 20900444965185510, 54.21438317544333
r75k3q0.3/102.5.cnf, 25980941572984312, 54.528303234513224
r75k3q0.3/79.5.cnf, 698455449109400960, 59.276945709537756
r75k3q0.3/212.5.cnf, 3731036394, 31.796929286825822
r75k3q0.3/189.1.cnf, 392020281146, 38.51213733777462
r75k3q0.3/233.2.cnf, 1030202951, 29.940281431743063
r75k3q0.3/57.1.cnf, 17081994281423044608, 63.88911021879973
r75k3q0.3/287.5.cnf, 1618739, 20.62643895844808
r75k3q0.3/102.4.cnf, 42276071678995104, 55.2306908449531
r75k3q0.3/229.2.cnf, 14113659, 23.7505887227932
r75k3q0.3/34.4.cnf, 412699425878271066112, 68.48365332910613
r75k3q0.3/279.2.cnf, 26136, 14.673750739438063
r75k3q0.3/238.4.cnf, 1153327375, 30.103154937878415
r75k3q0.3/7.3.cnf, 14236274738885346459648, 73.59198976761512
r75k3q0.3/272.1.cnf, 335100, 18.354232160979194
r75k3q0.3/49.4.cnf, 41597267258845691904, 65.17312255618754
r75k3q0.3/284.4.cnf, 22690, 14.4697689885597
r75k3q0.3/42.5.cnf, 171555503876662624256, 67.217237309205
r75k3q0.3/102.1.cnf, 56515755772052096, 55.64950264422838
r75k3q0.3/309.3.cnf, 108, 6.754887502163468
r75k3q0.3/178.4.cnf, 749648950066, 39.44742420395095
r75k3q0.3/272.5.cnf, 16035, 13.96893673332901
r75k3q0.3/188.5.cnf, 11448857163, 33.41448454304209
r75k3q0.3/105.1.cnf, 38982715176028672, 55.11368409710995
r75k3q0.3/293.2.cnf, 76110, 16.215798399672458
r75k3q0.3/192.4.cnf, 70425375278, 36.03537629523055
r75k3q0.3/134.2.cnf, 843630211261932, 49.583604088866835
